,year,data-year,cfips,county,state,microbusiness_density,pct_house_price_gt1mill,pct_house_price_500k_1mill,pct_house_price_250k_500k,pct_house_price_100k_250k,pct_housing_vacant,pct_housing_occupant_ratio_lt1,pct_housing_grapi_gt35,total_population,old_age_dependency_ratio,child_dependency_ratio,median_age,sex_ratio,pct_moved_from_abroad,pct_moved_outside_state,pct_moved_within_state,pct_moved_within_county,pct_households_married,avg_family_size,pct_unmarried_same_sex_households,pct_housing_owner_occupied,pct_divorced,pct_never_married,pct_k12_enrollment,pct_k12_public_students,pct_college_public_students,pct_college_enrollment,pct_with_scieng_degree,pct_with_libarts_degree,pct_with_business_degree,pct_multilingual,pct_below_poverty_level,pct_unemployed,pct_occupation_mbsa,pct_in_finance_industry,pct_in_arts_industry,pct_in_public_admin_industry,pct_employed_at_self_employed,pct_employed_at_non_profit,pct_employed_at_government,pct_housing_single_detached,pct_broadband,pct_college,pct_in_it_industry,median_hh_inc
12385,2022,2020,53069,Wahkiakum County,Washington,3.15656565,0.0,0.0,0.0,36.84210526315789,14.5,97.6,43.8,4318,65.3,35.0,55.7,94.6,0.0,1.2,2.6,2.2,63.31578947368421,2.66,80.8,,10.1,12.2,81.84931506849315,79.2,32.9,5.8,32.7,26.6,6.2,6.3,9.1,5.6,32.1,4.20353982300885,7.079646017699115,5.383480825958702,14.9,10.3,19.1,80.2,81.3,11.6,1.6,54524.0
12386,2022,2020,53071,Walla Walla County,Washington,4.90720272,0.0,11.6751269035533,13.705583756345176,70.05076142131979,8.4,97.4,46.0,60785,29.8,34.7,37.5,104.9,0.3,4.1,5.9,8.8,51.15268080621789,2.98,74.7,,10.5,32.9,95.26701570680628,87.8,49.7,50.4,35.2,22.4,12.1,19.5,11.4,5.5,36.2,3.7382825735044976,9.72405225313406,6.99845649964236,13.0,11.7,20.1,70.2,87.9,16.4,1.5,60615.0
12387,2022,2020,53073,Whatcom County,Washington,12.4978183,4.6539379474940334,20.405727923627683,58.94988066825776,15.990453460620524,9.2,96.2,46.6,224538,27.4,30.6,37.5,97.5,0.5,2.9,4.1,11.7,48.41871024298141,2.97,66.5,,10.5,35.0,96.30423138725229,87.3,93.2,54.0,40.8,27.9,12.5,11.9,13.9,5.2,37.0,4.848341189019665,9.703064173511905,4.760819422538678,12.6,8.2,16.0,63.9,89.1,22.1,2.1,65420.0
12388,2022,2020,53075,Whitman County,Washington,3.5188918800000004,0.0,15.384615384615383,5.128205128205128,73.33333333333333,12.3,98.7,55.9,49577,14.4,20.1,25.2,103.8,2.0,5.9,11.5,13.4,38.70164998647552,2.95,48.3,,7.5,53.3,93.62286970863111,95.4,97.9,86.4,54.8,20.2,9.6,14.6,26.0,8.2,50.3,2.475140975420774,11.91511342602557,3.555593818604451,7.5,6.0,36.4,45.1,84.7,24.9,0.8,42288.0
12389,2022,2020,53077,Yakima County,Washington,2.89396934,0.0,12.5,39.09235668789809,41.87898089171975,6.3,91.8,34.8,250649,24.4,52.5,32.9,99.7,0.4,1.1,1.9,10.3,50.140273383871545,3.47,70.6,,10.2,33.3,95.17088899124828,95.0,78.0,23.3,29.6,21.5,15.7,41.2,16.5,6.4,27.1,2.742024692283896,7.258631518753574,4.831588124455111,7.8,8.1,15.8,67.0,84.2,10.9,0.8,54917.0
12390,2022,2020,54001,Barbour County,West Virginia,0.919073403,0.0,0.0,0.0,0.0,18.2,99.6,27.1,16543,33.2,32.5,42.0,95.1,0.0,1.2,3.8,4.0,45.86674892041949,3.12,76.5,,14.3,27.8,94.625,91.3,59.1,33.1,31.1,15.6,19.5,2.1,21.0,8.4,25.1,2.7455121436114043,8.492985367325389,8.387388746417257,4.5,6.0,17.4,75.5,73.3,8.4,1.0,38906.0
12391,2022,2020,54003,Berkeley County,West Virginia,2.99421119,3.189066059225513,0.0,30.182232346241456,37.47152619589977,7.6,97.5,33.3,117615,23.9,37.7,38.9,97.3,0.2,4.5,2.1,6.4,49.656470176359896,3.1,77.7,,13.6,27.8,95.51428855919546,93.0,78.8,23.3,28.7,23.0,19.0,4.8,10.9,6.0,34.8,4.762150626462894,7.262839047225664,7.930607187112764,5.1,6.4,20.4,67.5,86.2,14.5,2.7,65286.0
12392,2022,2020,54005,Boone County,West Virginia,0.479010624,0.0,0.0,20.0,11.76470588235294,22.4,98.9,60.6,21897,33.8,36.3,44.0,99.8,0.1,0.6,1.8,5.3,54.98791853641698,2.97,63.0,,13.8,22.6,94.53734671125976,92.0,79.9,32.6,20.7,14.0,15.4,0.3,18.8,12.4,30.2,2.626784087458245,5.35985423625873,6.513817187974491,4.300000000000001,6.2,24.2,62.8,80.2,6.6,1.6,45297.0
12393,2022,2020,54007,Braxton County,West Virginia,0.8114113030000001,0.0,0.0,33.33333333333333,38.59649122807017,28.2,99.2,17.9,14032,40.1,34.6,46.4,100.9,0.1,0.1,3.1,4.7,54.98970230293953,3.01,73.0,,14.4,23.2,97.45803357314148,93.0,98.8,9.2,13.1,14.3,28.4,0.4,18.6,12.3,21.7,4.790770434102464,8.114978490418459,7.802111849824013,7.399999999999999,4.1,20.1,71.6,71.0,10.0,1.3,43819.0
12394,2022,2020,54009,Brooke County,West Virginia,0.788681518,0.0,0.0,0.0,35.84905660377358,9.1,98.5,20.3,22162,39.5,29.7,46.2,97.5,0.1,4.6,2.7,3.2,44.36274509803921,2.75,75.5,,13.1,28.1,94.42713741779164,87.8,50.2,59.3,24.1,15.0,25.9,2.2,12.3,3.8,31.5,3.853623632832465,12.378615966472452,4.528263313911888,4.3,10.6,16.8,73.7,76.4,13.2,1.7,48168.0
12395,2022,2020,54011,Cabell County,West Virginia,2.96776691,0.0,0.0,7.986960065199673,30.15484922575387,15.2,98.8,49.6,93328,30.4,32.2,39.0,95.6,0.3,2.5,3.8,8.0,40.26872964169381,3.0,69.0,,13.9,35.1,92.84197755535337,92.1,94.4,54.7,29.8,17.3,18.8,2.7,22.3,5.7,37.0,3.90333115610712,9.972566949706074,5.870672762900065,5.7,8.6,20.0,67.1,74.3,15.3,2.4,41472.0
12396,2022,2020,54013,Calhoun County,West Virginia,1.08034193,0.0,0.0,25.58139534883721,9.30232558139535,29.9,98.1,23.8,7185,42.9,32.6,48.7,96.4,0.0,1.8,4.8,6.5,54.72636815920397,3.07,73.0,,19.8,19.8,97.51984126984128,92.0,81.0,23.2,9.4,10.6,20.1,1.5,24.5,10.6,28.5,3.8198632891033375,4.945717732207479,4.784881383192602,8.100000000000001,7.8,18.3,72.1,68.3,9.2,2.9,38668.0
12397,2022,2020,54015,Clay County,West Virginia,0.785018718,0.0,0.0,0.0,12.195121951219512,27.1,96.9,54.2,8599,36.0,39.2,44.4,101.7,0.0,1.3,1.3,7.4,50.45790251107829,2.97,66.0,,13.7,25.6,97.2318339100346,95.9,89.4,17.6,17.0,11.7,18.1,0.7,28.2,12.8,30.2,0.7990411506192568,0.8389932081502196,5.75309628445865,3.5,11.9,24.8,66.0,77.7,4.6,0.5,35154.0
12398,2022,2020,54017,Doddridge County,West Virginia,0.394755206,0.0,17.46031746031746,0.0,38.095238095238095,33.0,97.6,40.2,8499,33.3,24.7,46.0,122.0,0.0,1.7,10.4,1.8,65.38314906595501,3.41,80.7,,9.1,27.6,87.12871287128714,93.4,84.9,24.1,25.3,23.2,15.6,1.1,13.1,4.2,24.5,4.18140881312319,7.2692183981987775,9.456416854293986,8.6,6.4,19.6,79.2,70.9,11.4,2.7,51300.0
12399,2022,2020,54019,Fayette County,West Virginia,2.47325032,0.0,1.7543859649122806,7.894736842105263,19.883040935672515,19.0,98.5,41.2,43087,36.1,35.3,44.5,101.2,0.1,1.2,2.1,5.1,50.27030135725787,2.94,82.6,,13.7,23.9,95.50970873786407,90.9,78.9,32.4,22.3,24.4,19.5,1.3,21.4,7.3,29.1,3.521481668136576,11.95035907773718,7.282348494393348,6.8,6.5,18.3,81.8,75.4,10.3,2.8,43722.0
12400,2022,2020,54021,Gilmer County,West Virginia,0.5032467460000001,0.0,0.0,0.0,100.0,29.9,99.1,26.2,7970,25.1,22.0,39.9,138.8,0.4,3.8,3.8,7.9,49.84101748807631,3.22,61.6,,12.7,38.2,91.48418491484183,94.9,63.3,73.4,30.4,18.9,11.3,4.9,12.7,11.1,31.6,1.443522194153735,11.151208949837605,6.243233489714904,7.1,8.0,26.6,61.2,72.4,10.1,1.0,42883.0
12401,2022,2020,54023,Grant County,West Virginia,0.7549570489999999,0.0,0.0,0.0,24.65753424657534,28.0,99.2,35.6,11565,42.6,32.3,46.7,101.9,0.0,0.7,2.8,3.4,48.36844279223461,3.01,78.4,,13.5,25.1,97.8021978021978,98.2,62.2,12.7,28.8,24.9,20.5,2.3,10.8,6.6,27.1,3.324602055208544,10.01410437235543,6.709651420511788,8.6,4.6,19.9,76.3,74.2,8.7,0.3,43313.0
12402,2022,2020,54025,Greenbrier County,West Virginia,2.69769594,0.0,0.0,0.0,46.37223974763407,20.0,99.1,37.0,34893,40.5,33.8,45.9,94.9,0.0,1.8,1.8,8.4,44.58408914226484,2.87,73.4,,14.1,26.2,97.55167569737108,87.0,89.3,22.1,34.4,18.3,17.1,2.8,17.5,5.9,30.3,4.288827954721226,15.868663432468535,4.62630949869929,8.2,7.9,15.2,72.2,76.7,12.5,1.0,39807.0
12403,2022,2020,54027,Hampshire County,West Virginia,1.6279684799999998,0.0,0.0,10.91703056768559,69.43231441048034,34.8,98.3,27.5,23304,38.9,32.3,47.6,105.2,0.1,2.7,1.0,2.5,50.3873431533006,3.07,81.6,,14.3,25.0,95.2596618357488,88.5,90.6,9.9,27.4,23.9,14.9,0.9,14.3,7.0,26.7,5.016583747927031,5.275704809286899,4.964759535655058,9.8,6.5,18.4,81.2,77.3,7.4,0.4,48528.0
12404,2022,2020,54029,Hancock County,West Virginia,3.24812411,0.0,0.0,0.0,4.66321243523316,11.5,98.5,30.2,29118,40.1,32.8,47.0,94.8,0.3,4.3,1.4,6.3,44.83275481224361,2.92,83.4,,14.1,26.1,92.95741137282891,89.4,86.5,23.6,22.0,15.9,20.2,1.2,14.0,8.2,30.4,3.526841448189763,9.308676654182271,4.424157303370786,8.899999999999999,8.3,14.6,81.5,82.3,10.3,0.4,48140.0
12405,2022,2020,54031,Hardy County,West Virginia,2.2656321299999997,0.0,0.0,0.0,9.0,29.0,99.6,20.4,13789,38.6,35.9,45.4,107.3,0.4,3.7,1.8,5.1,54.42440586549806,2.63,76.5,,11.1,21.6,99.49874686716792,97.6,75.5,20.3,26.6,15.1,13.9,5.5,16.1,3.6,23.1,1.5865535658184104,9.880615771284951,4.696826892868363,12.3,2.4,19.1,76.3,83.6,7.6,1.2,46513.0
12406,2022,2020,54033,Harrison County,West Virginia,3.3313888499999997,3.0441400304414,0.45662100456621,7.4581430745814306,33.63774733637747,14.2,98.0,35.4,67620,32.9,36.2,42.0,95.4,0.1,1.2,2.4,8.7,46.893029066990046,3.06,80.0,,13.2,28.2,92.38326939272012,94.7,76.4,33.0,21.6,20.0,19.9,1.4,14.4,5.8,35.3,3.074337682878608,8.797943851324634,10.415842889152495,6.1,7.9,22.5,78.2,80.3,14.3,1.1,52134.0
12407,2022,2020,54035,Jackson County,West Virginia,5.333037559999999,0.0,0.0,0.0,48.70466321243524,14.7,99.0,32.5,28793,34.8,37.4,43.5,99.5,0.2,0.8,2.2,4.1,52.2709372538724,3.2,73.4,,12.7,24.3,90.99175301332204,93.0,78.0,29.0,26.2,8.3,19.2,0.8,17.7,3.4,36.4,5.812109338557701,7.398078178934601,6.194607705942719,8.2,7.8,18.5,71.9,73.8,10.0,0.6,49115.0
12408,2022,2020,54037,Jefferson County,West Virginia,5.59808501,0.0,27.345309381237527,33.93213572854291,20.758483033932134,10.4,98.2,38.7,56922,26.4,36.1,40.9,97.2,0.5,4.3,1.9,4.4,55.59001765519874,3.14,85.6,,11.6,28.3,95.1616266944734,85.0,83.3,47.2,32.9,26.7,16.3,5.9,9.4,5.7,43.3,4.555784390313188,11.728570414033095,9.644201406150133,9.6,5.0,21.8,78.1,89.8,19.1,2.0,82551.0
12409,2022,2020,54039,Kanawha County,West Virginia,3.41857203,0.0,0.3745318352059925,5.430711610486892,35.252808988764045,15.4,98.9,40.0,181014,34.5,33.6,43.6,92.9,0.2,1.4,2.2,6.6,42.74799390813571,2.9,73.8,,14.8,28.2,93.64255351164276,92.0,81.3,27.4,29.5,22.2,20.2,2.3,17.2,5.7,38.3,6.691765068677966,9.020005910545184,9.21017127732021,6.9,10.2,20.2,71.4,80.7,15.9,2.2,47122.0
12410,2022,2020,54041,Lewis County,West Virginia,1.59752025,0.0,0.0,0.0,13.461538461538462,18.9,98.7,32.6,16024,35.4,37.0,44.3,100.2,0.1,0.6,5.1,5.5,49.521013597033374,3.02,72.3,,13.8,26.1,99.08256880733946,93.2,88.6,15.8,22.1,20.7,23.7,1.6,17.8,6.6,29.7,2.5768245838668373,8.770806658130601,6.802176696542894,7.9,3.9,16.6,72.0,72.0,9.9,0.7,43894.0
12411,2022,2020,54043,Lincoln County,West Virginia,0.7394894969999999,0.0,0.0,0.0,18.0327868852459,16.9,98.8,55.2,20617,32.9,38.5,43.1,98.7,0.2,0.7,1.1,4.5,58.45690174804099,2.89,64.9,,10.3,21.3,95.69364161849713,96.4,82.4,21.9,18.4,14.4,20.4,0.6,21.8,5.8,22.2,2.5970319634703194,7.291666666666667,8.447488584474886,7.6,6.4,21.3,63.0,77.4,5.8,1.5,42064.0
12412,2022,2020,54045,Logan County,West Virginia,1.09096534,0.0,0.0,0.0,25.071225071225072,16.0,98.9,37.4,32593,34.0,34.8,43.9,96.9,0.0,0.9,2.0,9.2,50.36006777746399,2.64,74.3,,13.0,20.8,95.50010227040296,95.8,89.2,15.5,31.9,14.4,10.4,0.3,26.0,14.1,29.8,2.733167082294264,4.778054862842892,10.094763092269329,5.0,6.1,20.2,73.6,82.9,6.6,0.4,36250.0
12413,2022,2020,54047,McDowell County,West Virginia,0.726564134,0.0,0.0,0.0,6.343283582089552,33.5,98.9,52.3,18083,37.2,35.5,45.5,103.3,0.1,0.8,2.1,2.7,43.33198761943211,2.74,71.9,,14.4,23.9,97.58507135016464,93.5,76.3,10.1,15.6,21.3,12.3,1.7,32.8,15.0,28.7,3.1820697288323188,5.368013281682346,10.376314333148866,5.6,8.1,30.9,71.1,71.2,4.4,1.0,26072.0
12414,2022,2020,54049,Marion County,West Virginia,2.07609227,0.0,0.0,0.0,37.1764705882353,12.7,98.8,34.1,56233,32.5,33.1,41.0,98.2,0.1,2.3,3.1,6.9,49.15121781791343,2.87,81.5,,11.8,29.3,97.23046488625124,93.0,95.2,44.1,23.8,21.4,20.1,1.9,15.5,5.7,35.0,3.614173228346457,7.75984251968504,5.291338582677165,6.1,8.5,16.6,79.4,83.4,14.5,1.2,52856.0
12415,2022,2020,54051,Marshall County,West Virginia,1.14418866,0.0,0.0,0.0,31.89189189189189,21.6,99.5,42.1,30900,38.2,33.4,46.0,98.5,0.2,1.0,2.6,4.3,49.22267206477733,3.09,85.6,,12.8,27.1,96.58100558659218,94.6,86.5,19.6,28.6,15.8,18.6,2.0,15.5,3.7,29.5,2.38642670260842,8.626020772219139,4.701498453976057,3.8,8.7,18.6,83.1,77.0,10.5,0.3,48179.0
12416,2022,2020,54053,Mason County,West Virginia,1.38717138,0.0,27.358490566037734,0.0,8.018867924528301,19.0,99.1,28.8,26700,35.7,35.3,44.4,94.3,0.0,0.6,1.5,3.1,58.67082035306335,2.91,72.1,,13.4,19.8,87.95913403064948,96.0,89.3,22.5,24.2,11.2,15.8,1.1,14.1,2.9,29.3,2.5205963122793253,6.021969399764614,6.679089839152609,3.1,8.5,15.0,71.7,74.8,11.5,1.0,51820.0
12417,2022,2020,54055,Mercer County,West Virginia,1.75486166,0.0,0.0,3.074141048824593,23.14647377938517,16.4,98.7,39.3,59370,38.4,35.7,43.4,91.6,0.1,3.5,2.2,9.1,45.165019132653065,2.87,69.6,,14.2,25.7,95.03176043557168,90.6,79.8,39.3,30.5,14.1,16.0,2.4,18.3,6.4,32.1,4.717491213841578,8.817698477065873,4.041632873749662,6.6,6.2,21.0,68.2,76.4,13.4,2.5,40716.0
12418,2022,2020,54057,Mineral County,West Virginia,1.27170297,0.0,0.0,0.0,14.563106796116504,17.7,99.8,26.8,27047,37.2,34.2,44.4,100.5,0.0,2.0,1.1,3.3,50.26827012025902,2.98,80.4,,12.1,27.2,95.62937062937064,90.1,90.8,38.3,30.5,14.1,13.4,2.4,13.1,7.4,26.8,5.122436618499611,5.606991433763088,5.347408497014796,6.1,4.5,17.4,79.2,85.0,10.1,2.0,51723.0
12419,2022,2020,54059,Mingo County,West Virginia,0.753065748,0.0,0.0,2.928870292887029,21.338912133891213,21.0,98.8,38.6,23808,32.2,37.8,43.1,96.2,0.4,2.0,0.6,7.5,49.6461568704541,2.82,57.7,,12.9,21.7,95.02332814930016,93.8,90.0,22.8,17.9,8.9,16.2,0.7,27.4,14.0,30.1,2.611004572945862,6.859418793332351,4.853223189260953,6.7,7.3,21.3,57.5,76.8,5.2,0.1,35454.0
12420,2022,2020,54061,Monongalia County,West Virginia,4.183846770000001,0.0,0.0,3.636363636363636,47.53246753246753,10.7,98.5,46.4,106196,18.0,22.9,32.2,105.1,1.0,6.3,5.0,11.9,41.436134516441726,3.12,61.1,,10.3,45.7,97.7109329807454,92.5,94.2,75.2,41.1,21.9,14.5,7.5,20.4,6.6,47.7,4.614600634153707,11.975313302128944,4.993960440887816,5.9,11.0,23.3,55.3,87.8,20.9,1.4,54198.0
12421,2022,2020,54063,Monroe County,West Virginia,1.09298838,0.0,0.0,42.85714285714285,12.38095238095238,27.9,98.7,21.6,13344,44.8,36.3,46.7,104.9,0.0,4.2,1.7,3.3,52.71106259097525,2.91,80.1,,12.4,24.5,96.20253164556962,86.2,89.8,10.0,34.1,19.2,7.7,1.1,14.2,10.0,25.5,3.0833499104833897,5.490352098667197,3.023672170280485,9.4,6.8,12.5,79.4,71.8,9.8,0.5,44828.0
12422,2022,2020,54065,Morgan County,West Virginia,2.96152005,0.0,0.0,25.892857142857142,45.535714285714285,25.2,98.1,34.8,17800,39.6,30.2,48.5,99.4,0.1,4.0,1.3,1.7,56.312625250501,2.79,84.5,,14.3,20.5,94.94035376388318,92.0,65.2,35.5,37.5,22.5,12.9,1.3,5.8,6.2,26.4,6.10497580344956,6.799851098151136,7.904206477230426,7.2,7.6,20.1,83.6,80.2,9.6,1.8,57116.0
12423,2022,2020,54067,Nicholas County,West Virginia,1.35198018,0.0,0.0,0.0,0.0,21.8,99.1,37.3,24857,39.9,36.0,45.3,98.9,0.1,0.5,1.7,3.3,55.92412451361868,2.84,72.5,,14.2,20.4,98.38625715773036,91.5,95.0,24.1,21.5,14.6,20.1,1.7,19.1,8.3,27.5,1.287085514834206,10.951134380453752,7.013525305410122,10.5,8.9,16.9,72.1,81.3,9.6,3.0,40318.0
12424,2022,2020,54069,Ohio County,West Virginia,6.32218576,0.0,0.0,0.0,56.393442622950815,17.4,99.5,42.4,41875,36.9,32.6,43.2,92.5,0.2,3.2,3.3,4.1,42.58143039295236,3.02,74.1,,11.5,34.8,90.74450084602368,82.3,77.4,61.2,25.8,21.6,18.7,2.5,14.4,5.9,35.5,5.01398638306856,13.089143400010556,5.768723280730459,7.1,11.2,16.4,71.3,75.3,19.2,1.2,48056.0
12425,2022,2020,54071,Pendleton County,West Virginia,2.60425677,0.0,0.0,25.806451612903224,25.806451612903224,39.0,98.6,26.7,6968,51.2,31.1,51.8,106.3,0.0,2.0,0.9,4.4,55.57294927989981,2.45,79.4,,10.8,19.0,99.54128440366972,95.2,86.8,7.0,33.2,26.6,11.3,1.1,14.7,3.6,26.7,1.8762343647136277,6.451612903225806,5.200789993416722,14.4,6.9,18.3,78.6,62.0,12.6,0.3,46358.0
12426,2022,2020,54073,Pleasants County,West Virginia,0.8551862339999999,0.0,0.0,0.0,100.0,17.1,98.5,20.4,7457,30.3,32.0,44.0,118.9,0.0,2.6,4.4,3.6,56.69737774627923,2.93,71.1,,13.3,25.3,95.3405017921147,90.7,72.7,9.6,18.8,21.5,19.0,2.8,8.5,7.6,22.1,2.5806451612903225,6.741935483870967,5.387096774193548,7.4,6.3,17.3,69.9,82.6,6.9,2.5,55508.0
12427,2022,2020,54075,Pocahontas County,West Virginia,2.87218691,0.0,0.0,0.0,30.64516129032258,59.9,99.3,26.2,8382,44.9,30.3,49.5,101.3,0.0,2.2,1.5,5.1,47.17719396310788,2.87,81.8,,16.0,22.8,98.3824928639391,89.8,81.1,17.5,34.6,14.0,17.4,0.9,18.9,7.0,26.1,3.7460317460317456,20.539682539682538,5.396825396825397,9.3,10.3,21.5,80.9,71.6,8.7,2.1,37642.0
12428,2022,2020,54077,Preston County,West Virginia,2.00938347,6.730769230769231,0.0,8.653846153846153,29.32692307692308,17.9,98.4,30.7,33610,32.8,30.8,43.3,106.5,0.3,2.0,3.2,5.4,56.85438455349959,2.97,74.9,,11.0,26.3,98.11077715757835,94.6,88.4,11.2,32.8,17.4,16.3,2.3,15.0,9.1,28.1,2.372855739439281,5.0857704224287765,6.8691906597143495,7.800000000000001,6.6,19.9,74.2,77.5,10.0,1.6,51992.0
12429,2022,2020,54079,Putnam County,West Virginia,2.59295502,0.0,8.008658008658008,0.0,18.83116883116883,10.6,99.0,37.8,56604,31.0,37.7,42.2,97.1,0.1,0.7,2.5,5.3,58.19120494145847,3.04,77.6,,12.2,23.0,93.89841007639892,90.2,77.3,33.0,24.7,19.0,21.9,1.7,10.8,3.7,39.5,6.589330808080808,6.581439393939394,7.7020202020202015,6.3,8.2,16.0,75.1,80.4,16.0,1.2,63954.0
12430,2022,2020,54081,Raleigh County,West Virginia,2.26124356,0.0,0.0,0.0,28.18897637795276,13.9,99.0,42.9,74452,35.3,35.3,42.3,99.9,0.2,1.4,3.8,6.4,49.58542229078288,2.8,76.3,,12.8,24.4,92.60257301808066,89.0,81.0,33.9,22.8,18.2,23.7,3.5,20.7,6.9,32.4,2.673476576259246,10.753786544557943,7.31595632264882,6.6,6.0,22.1,74.6,75.1,12.6,2.5,43283.0
12431,2022,2020,54083,Randolph County,West Virginia,2.3460840999999997,0.0,9.395973154362416,0.0,18.45637583892617,23.1,99.4,35.2,28763,37.7,33.3,43.8,105.3,0.0,1.7,4.5,5.5,45.87774437460144,3.11,70.0,,16.0,29.4,93.57643081381308,95.3,57.3,29.4,27.4,17.4,23.5,1.3,16.6,7.1,28.9,5.138266068759342,8.996636771300448,5.325112107623318,8.1,8.9,15.3,69.2,72.6,10.2,1.2,45206.0
12432,2022,2020,54085,Ritchie County,West Virginia,1.24983927,0.0,0.0,12.643678160919542,36.7816091954023,29.7,99.5,37.2,9747,41.2,35.8,47.1,99.2,0.0,1.4,3.9,3.2,59.62509012256669,2.69,72.8,,10.5,20.1,93.60426382411724,89.8,60.7,14.3,15.9,15.0,19.5,2.3,16.1,5.2,22.6,3.416409969196304,9.801176141136937,11.005320638476618,10.6,2.2,27.3,72.2,76.2,7.8,0.6,44328.0
12433,2022,2020,54087,Roane County,West Virginia,1.20567373,0.0,0.0,0.0,33.33333333333333,24.7,99.2,47.5,13831,38.2,37.9,46.1,97.8,0.1,1.2,3.8,4.9,50.29469548133595,3.09,71.4,,14.6,24.3,89.58963282937366,93.0,86.2,14.5,17.3,29.1,13.2,1.0,22.5,10.1,33.8,2.888007054673721,4.387125220458554,6.944444444444445,8.8,10.4,19.7,71.1,72.7,7.3,0.2,38895.0
12434,2022,2020,54089,Summers County,West Virginia,1.77666885,0.0,0.0,30.0,36.15384615384615,27.2,95.9,35.3,12710,44.2,28.4,49.6,85.3,0.0,3.7,4.4,4.4,46.82214705358733,2.58,83.7,,14.1,22.2,94.28032683846638,89.9,88.3,10.3,29.2,21.8,18.3,1.3,19.9,9.8,28.8,3.948982094677459,9.394162374294824,12.067696835908755,9.6,7.7,24.2,83.0,65.2,9.4,0.8,37769.0
12435,2022,2020,54091,Taylor County,West Virginia,0.6687472050000001,0.0,0.0,31.746031746031743,36.507936507936506,11.5,99.8,22.2,16817,33.5,33.3,43.9,98.2,0.0,1.5,3.1,4.0,50.03759963904346,3.02,79.2,,12.6,27.6,93.86698526483472,91.0,78.5,36.2,34.7,13.9,12.6,1.5,17.0,10.1,28.6,4.531765380754338,7.672450881973325,8.661981930302595,4.6,3.5,23.5,78.9,83.5,12.3,0.6,52958.0
12436,2022,2020,54093,Tucker County,West Virginia,2.5904437000000002,0.0,0.0,20.930232558139537,40.69767441860465,40.7,99.0,28.9,6943,44.8,26.8,49.8,101.1,0.0,1.0,3.5,4.0,48.33123425692696,2.65,86.7,,10.8,23.2,94.46640316205534,85.5,71.2,22.8,34.6,17.0,14.9,1.0,10.3,5.1,32.0,1.8282729350310156,9.20666013712047,11.230819458047666,8.399999999999999,11.4,32.1,86.6,77.0,10.8,0.6,47527.0
12437,2022,2020,54095,Tyler County,West Virginia,0.913748938,0.0,0.0,0.0,68.91891891891892,32.5,99.6,28.8,8736,38.5,33.7,47.9,100.9,0.2,1.4,2.9,1.7,46.56084656084656,3.31,83.7,,11.5,26.9,92.1383647798742,98.4,99.1,23.2,30.6,19.0,13.8,0.8,14.5,7.6,33.3,4.493276484093145,5.411610364053788,4.394883568383076,5.699999999999999,7.7,19.7,81.7,75.2,11.2,1.3,47598.0
12438,2022,2020,54097,Upshur County,West Virginia,2.09553554,0.0,0.0,17.97752808988764,52.80898876404494,16.2,98.8,35.8,24451,34.4,33.9,42.0,98.4,0.3,1.3,3.3,7.2,43.90116763969975,2.99,72.9,,18.2,27.9,98.0837667670408,95.1,20.7,42.8,28.1,14.9,15.9,1.0,19.7,5.8,30.9,2.053838484546361,7.846460618145564,5.1445663010967095,8.3,6.7,13.7,72.4,76.8,10.0,1.6,40802.0
12439,2022,2020,54099,Wayne County,West Virginia,1.30614171,0.0,0.0,4.456824512534819,20.891364902506965,21.4,98.8,39.6,39952,35.7,35.1,44.5,94.2,0.1,1.5,2.7,5.2,53.2374573154715,3.3,72.9,,13.2,25.4,91.71933236104358,91.1,94.9,32.0,20.3,14.6,16.1,1.2,19.7,4.9,34.7,4.090257879656161,7.542979942693409,4.9426934097421205,6.5,9.8,18.1,72.4,70.0,10.2,1.3,43710.0
12440,2022,2020,54101,Webster County,West Virginia,0.47202533100000005,0.0,0.0,0.0,31.428571428571427,34.2,99.4,42.0,8289,41.2,35.3,47.4,96.8,0.0,0.4,1.7,6.4,46.6499162479062,2.79,66.8,,15.8,22.9,98.56115107913668,96.1,90.3,22.0,14.7,29.3,4.9,0.0,27.1,11.8,24.1,2.193995381062356,4.618937644341801,5.850654349499615,9.6,5.9,19.4,66.7,68.9,6.1,1.8,33358.0
12441,2022,2020,54103,Wetzel County,West Virginia,2.23006237,0.0,0.0,0.0,45.45454545454545,26.5,98.8,29.1,15291,42.1,36.2,46.6,93.6,0.1,1.0,2.6,5.8,47.45931584191298,3.15,80.7,,11.7,28.8,93.0182133564614,98.8,88.9,18.6,26.3,12.1,18.7,0.4,20.1,8.1,18.6,3.076062639821029,6.748695003728561,4.82848620432513,5.7,6.0,17.8,79.8,73.3,8.5,0.7,44539.0
12442,2022,2020,54105,Wirt County,West Virginia,0.583461298,0.0,0.0,25.86206896551724,0.0,23.2,97.7,43.4,5764,33.9,35.4,46.1,101.0,0.0,0.6,4.1,1.9,58.50606179116152,2.84,67.6,,11.1,15.0,94.91891891891892,93.2,87.6,18.6,5.6,6.5,22.8,2.7,22.2,4.2,28.7,4.227859368046285,4.939919893190922,8.188696039163329,6.1,5.8,19.0,67.0,71.1,6.4,0.3,45315.0
